time_step,fair_value,mid_price,quote_reference,bid_quote,ask_quote,bid_fill,ask_fill,bid_fill_probability,ask_fill_probability,bid_trade_size,ask_trade_size,inventory,cash,mark_to_market_wealth,realized_pnl,unrealized_pnl,total_pnl,step_spread_capture,spread_capture,step_adverse_selection_cost,adverse_selection_cost,step_inventory_penalty_cost,inventory_penalty_cost,strategy
12,100.58259808155294,100.58259808155294,100.33808981381814,99.83808981381814,100.83808981381814,False,True,0.1321270672008078,0.219634157326009,0.0,1.0,-1.0,101.83808981381814,1.2554917322651988,101.83808981381814,-100.58259808155294,1.2554917322651988,0.5,1.5,0.0,0.0,0.03,0.03,inventory_aware
13,100.49693251712033,100.49693251712033,100.58259808155294,100.11259808155295,101.11259808155295,False,False,0.22849104615477667,0.12669845505611577,0.0,0.0,-1.0,101.83808981381814,1.3411572966978156,101.83808981381814,-100.49693251712033,1.3411572966978156,0.0,1.5,0.0,0.0,0.03,0.06,inventory_aware
14,100.603394354231,100.603394354231,100.49693251712033,100.02693251712033,101.02693251712033,False,False,0.13776943930339391,0.21107194578587396,0.0,0.0,-1.0,101.83808981381814,1.2346954595871438,101.83808981381814,-100.603394354231,1.2346954595871438,0.0,1.5,0.0,0.0,0.03,0.09,inventory_aware
15,100.68594087655019,100.68594087655019,100.603394354231,100.133394354231,101.133394354231,False,False,0.13776943930339391,0.21107194578587396,0.0,0.0,-1.0,101.83808981381814,1.1521489372679525,101.83808981381814,-100.68594087655019,1.1521489372679525,0.0,1.5,0.0,0.0,0.03,0.12,inventory_aware
16,101.11427039672428,101.11427039672428,100.68594087655019,100.21594087655019,101.21594087655019,True,False,0.13776943930339391,0.21107194578587396,1.0,0.0,0.0,1.6221489372679514,1.6221489372679514,1.6221489372679514,0.0,1.6221489372679514,0.46999999999999886,1.9699999999999989,0.0,0.0,0.0,0.12,inventory_aware
17,101.01182185090997,101.01182185090997,101.11427039672428,100.61427039672428,101.61427039672428,True,False,0.219634157326009,0.1321270672008078,1.0,0.0,1.0,-98.99212145945633,2.0197003914536396,-98.99212145945633,101.01182185090997,2.0197003914536396,0.5,2.469999999999999,0.0,0.0,0.03,0.15,inventory_aware
18,101.13501773542507,101.13501773542507,101.01182185090997,100.48182185090997,101.48182185090997,False,False,0.12669845505611577,0.22849104615477667,0.0,0.0,1.0,-98.99212145945633,2.142896275968738,-98.99212145945633,101.13501773542507,2.142896275968738,0.0,2.469999999999999,0.0,0.0,0.03,0.18,inventory_aware
19,101.1122282438941,101.1122282438941,101.13501773542507,100.60501773542506,101.60501773542506,True,False,0.21107194578587396,0.13776943930339391,1.0,0.0,2.0,-199.59713919488138,2.6273172929068096,-199.59713919488138,202.2244564877882,2.6273172929068096,0.5300000000000011,3.0,0.0,0.0,0.12,0.3,inventory_aware
20,100.94733200075585,100.94733200075585,101.1122282438941,100.55222824389409,101.55222824389409,False,False,0.20279867198866985,0.14363226690060227,0.0,0.0,2.0,-199.59713919488138,2.297524806630321,-199.59713919488138,201.8946640015117,2.297524806630321,0.0,3.0,0.0,0.0,0.12,0.42,inventory_aware
21,101.09598283499653,101.09598283499653,100.94733200075585,100.38733200075585,101.38733200075585,False,False,0.12147697041252781,0.23764804795757477,0.0,0.0,2.0,-199.59713919488138,2.594826475111688,-199.59713919488138,202.19196566999307,2.594826475111688,0.0,3.0,0.0,0.0,0.12,0.54,inventory_aware
22,100.86174380092403,100.86174380092403,101.09598283499653,100.53598283499653,101.53598283499653,False,False,0.20279867198866985,0.14363226690060227,0.0,0.0,2.0,-199.59713919488138,2.1263484069666845,-199.59713919488138,201.72348760184806,2.1263484069666845,0.0,3.0,0.0,0.0,0.12,0.66,inventory_aware
23,100.7286418594663,100.7286418594663,100.86174380092403,100.30174380092403,101.30174380092403,False,False,0.20279867198866985,0.14363226690060227,0.0,0.0,2.0,-199.59713919488138,1.8601445240512078,-199.59713919488138,201.4572837189326,1.8601445240512078,0.0,3.0,0.0,0.0,0.12,0.78,inventory_aware
24,100.75197902129445,100.75197902129445,100.7286418594663,100.16864185946629,101.16864185946629,False,True,0.12147697041252781,0.23764804795757477,0.0,1.0,1.0,-98.42849733541509,2.323481685879358,-98.42849733541509,100.75197902129445,2.323481685879358,0.4399999999999977,3.4399999999999977,0.0,0.0,0.03,0.81,inventory_aware
25,100.92626477688408,100.92626477688408,100.75197902129445,100.22197902129444,101.22197902129444,False,False,0.12669845505611577,0.22849104615477667,0.0,0.0,1.0,-98.42849733541509,2.4977674414689943,-98.42849733541509,100.92626477688408,2.4977674414689943,0.0,3.4399999999999977,0.0,0.0,0.03,0.8400000000000001,inventory_aware
26,101.27888703851596,101.27888703851596,100.92626477688408,100.39626477688408,101.39626477688408,False,False,0.12669845505611577,0.22849104615477667,0.0,0.0,1.0,-98.42849733541509,2.8503897031008734,-98.42849733541509,101.27888703851596,2.8503897031008734,0.0,3.4399999999999977,0.0,0.0,0.03,0.8700000000000001,inventory_aware
27,101.40514468368367,101.40514468368367,101.27888703851596,100.74888703851596,101.74888703851596,False,False,0.12669845505611577,0.22849104615477667,0.0,0.0,1.0,-98.42849733541509,2.9766473482685853,-98.42849733541509,101.40514468368367,2.9766473482685853,0.0,3.4399999999999977,0.0,0.0,0.03,0.9000000000000001,inventory_aware
28,101.34121044041221,101.34121044041221,101.40514468368367,100.87514468368367,101.87514468368367,False,False,0.21107194578587396,0.13776943930339391,0.0,0.0,1.0,-98.42849733541509,2.912713104997124,-98.42849733541509,101.34121044041221,2.912713104997124,0.0,3.4399999999999977,0.0,0.0,0.03,0.9300000000000002,inventory_aware
29,101.21343487076355,101.21343487076355,101.34121044041221,100.81121044041221,101.81121044041221,False,False,0.21107194578587396,0.13776943930339391,0.0,0.0,1.0,-98.42849733541509,2.784937535348462,-98.42849733541509,101.21343487076355,2.784937535348462,0.0,3.4399999999999977,0.0,0.0,0.03,0.9600000000000002,inventory_aware
30,101.51242313301043,101.51242313301043,101.21343487076355,100.68343487076355,101.68343487076355,False,False,0.12669845505611577,0.22849104615477667,0.0,0.0,1.0,-98.42849733541509,3.0839257975953416,-98.42849733541509,101.51242313301043,3.0839257975953416,0.0,3.4399999999999977,0.0,0.0,0.03,0.9900000000000002,inventory_aware
31,101.70607880392872,101.70607880392872,101.51242313301043,100.98242313301043,101.98242313301043,False,False,0.12669845505611577,0.22849104615477667,0.0,0.0,1.0,-98.42849733541509,3.277581468513631,-98.42849733541509,101.70607880392872,3.277581468513631,0.0,3.4399999999999977,0.0,0.0,0.03,1.0200000000000002,inventory_aware
32,101.63910179793156,101.63910179793156,101.70607880392872,101.17607880392872,102.17607880392872,False,False,0.21107194578587396,0.13776943930339391,0.0,0.0,1.0,-98.42849733541509,3.2106044625164714,-98.42849733541509,101.63910179793156,3.2106044625164714,0.0,3.4399999999999977,0.0,0.0,0.03,1.0500000000000003,inventory_aware
33,101.75634626420342,101.75634626420342,101.63910179793156,101.10910179793156,102.10910179793156,False,False,0.12669845505611577,0.22849104615477667,0.0,0.0,1.0,-98.42849733541509,3.3278489287883275,-98.42849733541509,101.75634626420342,3.3278489287883275,0.0,3.4399999999999977,0.0,0.0,0.03,1.0800000000000003,inventory_aware
34,101.9150157112434,101.9150157112434,101.75634626420342,101.22634626420341,102.22634626420341,False,False,0.12669845505611577,0.22849104615477667,0.0,0.0,1.0,-98.42849733541509,3.486518375828311,-98.42849733541509,101.9150157112434,3.486518375828311,0.0,3.4399999999999977,0.0,0.0,0.03,1.1100000000000003,inventory_aware
35,101.82254535271049,101.82254535271049,101.9150157112434,101.3850157112434,102.3850157112434,False,False,0.21107194578587396,0.13776943930339391,0.0,0.0,1.0,-98.42849733541509,3.394048017295404,-98.42849733541509,101.82254535271049,3.394048017295404,0.0,3.4399999999999977,0.0,0.0,0.03,1.1400000000000003,inventory_aware
36,101.78428448773417,101.78428448773417,101.82254535271049,101.29254535271049,102.29254535271049,False,False,0.21107194578587396,0.13776943930339391,0.0,0.0,1.0,-98.42849733541509,3.355787152319081,-98.42849733541509,101.78428448773417,3.355787152319081,0.0,3.4399999999999977,0.0,0.0,0.03,1.1700000000000004,inventory_aware
37,101.55762704493347,101.55762704493347,101.78428448773417,101.25428448773417,102.25428448773417,False,False,0.21107194578587396,0.13776943930339391,0.0,0.0,1.0,-98.42849733541509,3.1291297095183808,-98.42849733541509,101.55762704493347,3.1291297095183808,0.0,3.4399999999999977,0.0,0.0,0.03,1.2000000000000004,inventory_aware
38,101.65705919374422,101.65705919374422,101.55762704493347,101.02762704493347,102.02762704493347,False,True,0.12669845505611577,0.22849104615477667,0.0,1.0,0.0,3.5991297095183796,3.5991297095183796,3.5991297095183796,0.0,3.5991297095183796,0.46999999999999886,3.9099999999999966,0.0,0.0,0.0,1.2000000000000004,inventory_aware
39,101.79515626455778,101.79515626455778,101.65705919374422,101.15705919374422,102.15705919374422,False,False,0.1321270672008078,0.219634157326009,0.0,0.0,0.0,3.5991297095183796,3.5991297095183796,3.5991297095183796,0.0,3.5991297095183796,0.0,3.9099999999999966,0.0,0.0,0.0,1.2000000000000004,inventory_aware
40,101.82686420277312,101.82686420277312,101.79515626455778,101.29515626455778,102.29515626455778,False,True,0.1321270672008078,0.219634157326009,0.0,1.0,-1.0,105.89428597407615,4.067421771303032,105.89428597407615,-101.82686420277312,4.067421771303032,0.5,4.409999999999997,0.0,0.0,0.03,1.2300000000000004,inventory_aware
41,101.76499489482907,101.76499489482907,101.82686420277312,101.35686420277312,102.35686420277312,False,False,0.22849104615477667,0.12669845505611577,0.0,0.0,-1.0,105.89428597407615,4.129291079247082,105.89428597407615,-101.76499489482907,4.129291079247082,0.0,4.409999999999997,0.0,0.0,0.03,1.2600000000000005,inventory_aware
42,101.63260970661574,101.63260970661574,101.76499489482907,101.29499489482907,102.29499489482907,False,False,0.22849104615477667,0.12669845505611577,0.0,0.0,-1.0,105.89428597407615,4.261676267460416,105.89428597407615,-101.63260970661574,4.261676267460416,0.0,4.409999999999997,0.0,0.0,0.03,1.2900000000000005,inventory_aware
43,101.55626212781607,101.55626212781607,101.63260970661574,101.16260970661574,102.16260970661574,False,True,0.22849104615477667,0.12669845505611577,0.0,1.0,-2.0,208.0568956806919,4.944371425059757,208.0568956806919,-203.11252425563214,4.944371425059757,0.5300000000000011,4.939999999999998,0.0,0.0,0.12,1.4100000000000006,inventory_aware
44,101.65365662397319,101.65365662397319,101.55626212781607,101.11626212781607,102.11626212781607,False,False,0.14363226690060227,0.20279867198866985,0.0,0.0,-2.0,208.0568956806919,4.7495824327455125,208.0568956806919,-203.30731324794638,4.7495824327455125,0.0,4.939999999999998,0.0,0.0,0.12,1.5300000000000007,inventory_aware
45,101.65615544771873,101.65615544771873,101.65365662397319,101.2136566239732,102.2136566239732,False,True,0.14363226690060227,0.20279867198866985,0.0,1.0,-3.0,310.2705523046651,5.302085961508908,310.2705523046651,-304.9684663431562,5.302085961508908,0.5600000000000023,5.5,0.0,0.0,0.27,1.8000000000000007,inventory_aware
46,101.74546168292473,101.74546168292473,101.65615544771873,101.24615544771873,102.24615544771873,False,False,0.14972229287520689,0.19480833841075007,0.0,0.0,-3.0,310.2705523046651,5.034167255890907,310.2705523046651,-305.2363850487742,5.034167255890907,0.0,5.5,0.0,0.0,0.27,2.0700000000000007,inventory_aware
47,101.72576458602285,101.72576458602285,101.74546168292473,101.33546168292473,102.33546168292473,False,False,0.2471102453267331,0.11645605782390533,0.0,0.0,-3.0,310.2705523046651,5.09325854659653,310.2705523046651,-305.1772937580686,5.09325854659653,0.0,5.5,0.0,0.0,0.27,2.3400000000000007,inventory_aware
48,101.70982094384156,101.70982094384156,101.72576458602285,101.31576458602285,102.31576458602285,True,False,0.2471102453267331,0.11645605782390533,1.0,0.0,-2.0,208.95478771864225,5.535145830959124,208.95478771864225,-203.41964188768313,5.535145830959124,0.4099999999999966,5.909999999999997,0.0,0.0,0.12,2.460000000000001,inventory_aware
49,101.42039844935695,101.42039844935695,101.70982094384156,101.26982094384157,102.26982094384157,False,False,0.23764804795757477,0.12147697041252781,0.0,0.0,-2.0,208.95478771864225,6.113990819928347,208.95478771864225,-202.8407968987139,6.113990819928347,0.0,5.909999999999997,0.0,0.0,0.12,2.580000000000001,inventory_aware
50,101.22094908383666,101.22094908383666,101.42039844935695,100.98039844935695,101.98039844935695,False,False,0.23764804795757477,0.12147697041252781,0.0,0.0,-2.0,208.95478771864225,6.512889550968936,208.95478771864225,-202.44189816767332,6.512889550968936,0.0,5.909999999999997,0.0,0.0,0.12,2.700000000000001,inventory_aware
51,101.03985327276465,101.03985327276465,101.22094908383666,100.78094908383666,101.78094908383666,True,False,0.23764804795757477,0.12147697041252781,1.0,0.0,-1.0,108.17383863480559,7.133985362040946,108.17383863480559,-101.03985327276465,7.133985362040946,0.4399999999999977,6.349999999999994,0.0,0.0,0.03,2.730000000000001,inventory_aware
52,101.29969893232186,101.29969893232186,101.03985327276465,100.56985327276465,101.56985327276465,False,False,0.13776943930339391,0.21107194578587396,0.0,0.0,-1.0,108.17383863480559,6.874139702483731,108.17383863480559,-101.29969893232186,6.874139702483731,0.0,6.349999999999994,0.0,0.0,0.03,2.7600000000000007,inventory_aware
53,101.44720204601528,101.44720204601528,101.29969893232186,100.82969893232186,101.82969893232186,False,False,0.13776943930339391,0.21107194578587396,0.0,0.0,-1.0,108.17383863480559,6.7266365887903135,108.17383863480559,-101.44720204601528,6.7266365887903135,0.0,6.349999999999994,0.0,0.0,0.03,2.7900000000000005,inventory_aware
54,101.40611453444176,101.40611453444176,101.44720204601528,100.97720204601528,101.97720204601528,False,False,0.22849104615477667,0.12669845505611577,0.0,0.0,-1.0,108.17383863480559,6.767724100363836,108.17383863480559,-101.40611453444176,6.767724100363836,0.0,6.349999999999994,0.0,0.0,0.03,2.8200000000000003,inventory_aware
55,101.33830791926164,101.33830791926164,101.40611453444176,100.93611453444176,101.93611453444176,False,False,0.22849104615477667,0.12669845505611577,0.0,0.0,-1.0,108.17383863480559,6.835530715543953,108.17383863480559,-101.33830791926164,6.835530715543953,0.0,6.349999999999994,0.0,0.0,0.03,2.85,inventory_aware
56,100.99284383462317,100.99284383462317,101.33830791926164,100.86830791926164,101.86830791926164,False,True,0.22849104615477667,0.12669845505611577,0.0,1.0,-2.0,210.04214655406724,8.056458884820898,210.04214655406724,-201.98568766924635,8.056458884820898,0.5300000000000011,6.8799999999999955,0.0,0.0,0.12,2.97,inventory_aware
57,101.04039095508963,101.04039095508963,100.99284383462317,100.55284383462318,101.55284383462318,False,False,0.14363226690060227,0.20279867198866985,0.0,0.0,-2.0,210.04214655406724,7.9613646438879755,210.04214655406724,-202.08078191017927,7.9613646438879755,0.0,6.8799999999999955,0.0,0.0,0.12,3.0900000000000003,inventory_aware
58,100.75117938421194,100.75117938421194,101.04039095508963,100.60039095508964,101.60039095508964,False,False,0.23764804795757477,0.12147697041252781,0.0,0.0,-2.0,210.04214655406724,8.53978778564337,210.04214655406724,-201.50235876842387,8.53978778564337,0.0,6.8799999999999955,0.0,0.0,0.12,3.2100000000000004,inventory_aware
59,100.64528084239917,100.64528084239917,100.75117938421194,100.31117938421194,101.31117938421194,False,True,0.23764804795757477,0.12147697041252781,0.0,1.0,-3.0,311.35332593827917,9.417483411081662,311.35332593827917,-301.9358425271975,9.417483411081662,0.5600000000000023,7.439999999999998,0.0,0.0,0.27,3.4800000000000004,inventory_aware
60,100.64965127150386,100.64965127150386,100.64528084239917,100.23528084239918,101.23528084239918,False,False,0.14972229287520689,0.19480833841075007,0.0,0.0,-3.0,311.35332593827917,9.404372123767587,311.35332593827917,-301.9489538145116,9.404372123767587,0.0,7.439999999999998,0.0,0.0,0.27,3.7500000000000004,inventory_aware
61,100.60178014600925,100.60178014600925,100.64965127150386,100.23965127150386,101.23965127150386,False,False,0.2471102453267331,0.11645605782390533,0.0,0.0,-3.0,311.35332593827917,9.5479855002514,311.35332593827917,-301.80534043802777,9.5479855002514,0.0,7.439999999999998,0.0,0.0,0.27,4.0200000000000005,inventory_aware
62,100.63763527300051,100.63763527300051,100.60178014600925,100.19178014600925,101.19178014600925,False,False,0.14972229287520689,0.19480833841075007,0.0,0.0,-3.0,311.35332593827917,9.440420119277633,311.35332593827917,-301.91290581900154,9.440420119277633,0.0,7.439999999999998,0.0,0.0,0.27,4.290000000000001,inventory_aware
63,100.9094727880486,100.9094727880486,100.63763527300051,100.22763527300052,101.22763527300052,False,False,0.14972229287520689,0.19480833841075007,0.0,0.0,-3.0,311.35332593827917,8.624907574133374,311.35332593827917,-302.7284183641458,8.624907574133374,0.0,7.439999999999998,0.0,0.0,0.27,4.5600000000000005,inventory_aware
64,100.98084699987851,100.98084699987851,100.9094727880486,100.4994727880486,101.4994727880486,False,False,0.14972229287520689,0.19480833841075007,0.0,0.0,-3.0,311.35332593827917,8.410784938643644,311.35332593827917,-302.9425409996355,8.410784938643644,0.0,7.439999999999998,0.0,0.0,0.27,4.83,inventory_aware
65,100.74309438901393,100.74309438901393,100.98084699987851,100.57084699987851,101.57084699987851,False,False,0.2471102453267331,0.11645605782390533,0.0,0.0,-3.0,311.35332593827917,9.124042771237384,311.35332593827917,-302.2292831670418,9.124042771237384,0.0,7.439999999999998,0.0,0.0,0.27,5.1,inventory_aware
66,100.55777920073282,100.55777920073282,100.74309438901393,100.33309438901394,101.33309438901394,False,True,0.2471102453267331,0.11645605782390533,0.0,1.0,-4.0,412.6864203272931,10.455303524361796,412.6864203272931,-402.2311168029313,10.455303524361796,0.5900000000000034,8.030000000000001,0.0,0.0,0.48,5.58,inventory_aware
67,100.28244197122156,100.28244197122156,100.55777920073282,100.17777920073283,101.17777920073283,True,False,0.2568823151231332,0.11162925110975197,1.0,0.0,-3.0,312.5086411265603,11.661315212895602,312.5086411265603,-300.8473259136647,11.661315212895602,0.37999999999999545,8.409999999999997,0.0,0.0,0.27,5.85,inventory_aware
68,100.2379974318018,100.2379974318018,100.28244197122156,99.87244197122156,100.87244197122156,True,True,0.2471102453267331,0.11645605782390533,1.0,1.0,-3.0,313.5086411265603,12.79464883115486,313.5086411265603,-300.71399229540543,12.79464883115486,1.0,9.409999999999997,0.0,0.0,0.27,6.119999999999999,inventory_aware
69,100.0348816155603,100.0348816155603,100.2379974318018,99.8279974318018,100.8279974318018,True,False,0.2471102453267331,0.11645605782390533,1.0,0.0,-2.0,213.6806436947585,13.610880463637898,213.6806436947585,-200.0697632311206,13.610880463637898,0.4099999999999966,9.819999999999993,0.0,0.0,0.12,6.239999999999999,inventory_aware
70,100.20250692913918,100.20250692913918,100.0348816155603,99.5948816155603,100.5948816155603,False,True,0.14363226690060227,0.20279867198866985,0.0,1.0,-3.0,314.2755253103188,13.668004522901299,314.2755253103188,-300.6075207874175,13.668004522901299,0.5600000000000023,10.379999999999995,0.0,0.0,0.27,6.51,inventory_aware
71,100.78527942234064,100.78527942234064,100.20250692913918,99.79250692913918,100.79250692913918,False,False,0.14972229287520689,0.19480833841075007,0.0,0.0,-3.0,314.2755253103188,11.919687043296904,314.2755253103188,-302.3558382670219,11.919687043296904,0.0,10.379999999999995,0.0,0.0,0.27,6.779999999999999,inventory_aware
72,100.58737179833426,100.58737179833426,100.78527942234064,100.37527942234064,101.37527942234064,True,False,0.2471102453267331,0.11645605782390533,1.0,0.0,-2.0,213.90024588797817,12.725502291309652,213.90024588797817,-201.17474359666852,12.725502291309652,0.4099999999999966,10.789999999999992,0.0,0.0,0.12,6.8999999999999995,inventory_aware
73,100.64091409080302,100.64091409080302,100.58737179833426,100.14737179833426,101.14737179833426,False,False,0.14363226690060227,0.20279867198866985,0.0,0.0,-2.0,213.90024588797817,12.618417706372128,213.90024588797817,-201.28182818160604,12.618417706372128,0.0,10.789999999999992,0.0,0.0,0.12,7.02,inventory_aware
74,100.55784263876708,100.55784263876708,100.64091409080302,100.20091409080302,101.20091409080302,False,False,0.23764804795757477,0.12147697041252781,0.0,0.0,-2.0,213.90024588797817,12.784560610444004,213.90024588797817,-201.11568527753417,12.784560610444004,0.0,10.789999999999992,0.0,0.0,0.12,7.14,inventory_aware
75,100.52968446148381,100.52968446148381,100.55784263876708,100.11784263876709,101.11784263876709,True,False,0.23764804795757477,0.12147697041252781,1.0,0.0,-1.0,113.78240324921109,13.252718787727275,113.78240324921109,-100.52968446148381,13.252718787727275,0.4399999999999977,11.22999999999999,0.0,0.0,0.03,7.17,inventory_aware
76,100.56109417497288,100.56109417497288,100.52968446148381,100.05968446148381,101.05968446148381,False,False,0.13776943930339391,0.21107194578587396,0.0,0.0,-1.0,113.78240324921109,13.221309074238206,113.78240324921109,-100.56109417497288,13.221309074238206,0.0,11.22999999999999,0.0,0.0,0.03,7.2,inventory_aware
77,100.35396342440772,100.35396342440772,100.56109417497288,100.09109417497288,101.09109417497288,False,False,0.22849104615477667,0.12669845505611577,0.0,0.0,-1.0,113.78240324921109,13.428439824803363,113.78240324921109,-100.35396342440772,13.428439824803363,0.0,11.22999999999999,0.0,0.0,0.03,7.23,inventory_aware
78,100.25670184259306,100.25670184259306,100.35396342440772,99.88396342440772,100.88396342440772,False,False,0.22849104615477667,0.12669845505611577,0.0,0.0,-1.0,113.78240324921109,13.525701406618026,113.78240324921109,-100.25670184259306,13.525701406618026,0.0,11.22999999999999,0.0,0.0,0.03,7.260000000000001,inventory_aware
79,100.31283919598334,100.31283919598334,100.25670184259306,99.78670184259306,100.78670184259306,False,False,0.13776943930339391,0.21107194578587396,0.0,0.0,-1.0,113.78240324921109,13.469564053227742,113.78240324921109,-100.31283919598334,13.469564053227742,0.0,11.22999999999999,0.0,0.0,0.03,7.290000000000001,inventory_aware
80,100.33889410027793,100.33889410027793,100.31283919598334,99.84283919598334,100.84283919598334,False,False,0.13776943930339391,0.21107194578587396,0.0,0.0,-1.0,113.78240324921109,13.44350914893316,113.78240324921109,-100.33889410027793,13.44350914893316,0.0,11.22999999999999,0.0,0.0,0.03,7.320000000000001,inventory_aware
81,100.2390349805701,100.2390349805701,100.33889410027793,99.86889410027793,100.86889410027793,True,True,0.22849104615477667,0.12669845505611577,1.0,1.0,-1.0,114.78240324921109,14.54336826864099,114.78240324921109,-100.2390349805701,14.54336826864099,1.0,12.22999999999999,0.0,0.0,0.03,7.350000000000001,inventory_aware
82,100.04601162812362,100.04601162812362,100.2390349805701,99.7690349805701,100.7690349805701,True,False,0.22849104615477667,0.12669845505611577,1.0,0.0,0.0,15.013368268640988,15.013368268640988,15.013368268640988,0.0,15.013368268640988,0.46999999999999886,12.699999999999989,0.0,0.0,0.0,7.350000000000001,inventory_aware
83,100.47170557461065,100.47170557461065,100.04601162812362,99.54601162812362,100.54601162812362,False,False,0.1321270672008078,0.219634157326009,0.0,0.0,0.0,15.013368268640988,15.013368268640988,15.013368268640988,0.0,15.013368268640988,0.0,12.699999999999989,0.0,0.0,0.0,7.350000000000001,inventory_aware
84,100.63940341535792,100.63940341535792,100.47170557461065,99.97170557461065,100.97170557461065,False,True,0.1321270672008078,0.219634157326009,0.0,1.0,-1.0,115.98507384325164,15.345670427893722,115.98507384325164,-100.63940341535792,15.345670427893722,0.5,13.199999999999989,0.0,0.0,0.03,7.380000000000002,inventory_aware
85,100.82571801793277,100.82571801793277,100.63940341535792,100.16940341535792,101.16940341535792,False,False,0.13776943930339391,0.21107194578587396,0.0,0.0,-1.0,115.98507384325164,15.159355825318869,115.98507384325164,-100.82571801793277,15.159355825318869,0.0,13.199999999999989,0.0,0.0,0.03,7.410000000000002,inventory_aware
86,100.79439043840115,100.79439043840115,100.82571801793277,100.35571801793277,101.35571801793277,False,False,0.22849104615477667,0.12669845505611577,0.0,0.0,-1.0,115.98507384325164,15.190683404850489,115.98507384325164,-100.79439043840115,15.190683404850489,0.0,13.199999999999989,0.0,0.0,0.03,7.440000000000002,inventory_aware
87,100.66343289931527,100.66343289931527,100.79439043840115,100.32439043840115,101.32439043840115,False,False,0.22849104615477667,0.12669845505611577,0.0,0.0,-1.0,115.98507384325164,15.321640943936373,115.98507384325164,-100.66343289931527,15.321640943936373,0.0,13.199999999999989,0.0,0.0,0.03,7.470000000000002,inventory_aware
88,100.57243620324711,100.57243620324711,100.66343289931527,100.19343289931527,101.19343289931527,True,False,0.22849104615477667,0.12669845505611577,1.0,0.0,0.0,15.791640943936372,15.791640943936372,15.791640943936372,0.0,15.791640943936372,0.46999999999999886,13.669999999999987,0.0,0.0,0.0,7.470000000000002,inventory_aware
89,100.31684868838319,100.31684868838319,100.57243620324711,100.07243620324711,101.07243620324711,False,False,0.219634157326009,0.1321270672008078,0.0,0.0,0.0,15.791640943936372,15.791640943936372,15.791640943936372,0.0,15.791640943936372,0.0,13.669999999999987,0.0,0.0,0.0,7.470000000000002,inventory_aware
